time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2003-04-29T15:28:20.930Z,-8.389,118.432,124.5,4.4,mb,10,142.8,,0.63,us,usp000bw7n,2014-11-07T01:18:27.478Z,"16 km NNW of Dompu, Indonesia",earthquake,,35.8,,2,reviewed,us,us
2003-04-22T23:35:50.420Z,-10.327,124.728,33,0,,8,144.6,,1.4,us,usp000bvsv,2014-11-07T01:18:24.915Z,"70 km SE of Soe, Indonesia",earthquake,,,,,reviewed,us,us
2003-04-20T14:35:26.800Z,-8.338,118.117,33,0,,8,154.7,,1.23,us,usp000bvkq,2014-11-07T01:18:23.236Z,"44 km WNW of Dompu, Indonesia",earthquake,,,,,reviewed,us,us
2003-04-19T07:13:46.720Z,-9.129,123.368,33,4.5,mb,7,142.1,,1.3,us,usp000bvh2,2014-11-07T01:18:22.195Z,"68 km NW of Naisano Dua, Indonesia",earthquake,,,,1,reviewed,us,us
2003-04-18T07:04:36.480Z,-9.075,123.594,33,0,,7,162.7,,1.19,us,usp000bvey,2014-11-07T01:18:21.862Z,"61 km NNW of Naisano Dua, Indonesia",earthquake,,,,,reviewed,us,us
2003-04-18T06:05:16.530Z,-8.495,119.507,33,4.8,mb,27,146.4,,1.06,us,usp000bven,2014-11-07T01:18:21.842Z,"10 km N of Komodo, Indonesia",earthquake,,,,11,reviewed,us,us
2003-04-17T02:48:29.330Z,-9.928,124.986,33,0,,7,142,,1.41,us,usp000bvbu,2014-11-07T01:18:21.535Z,"74 km SSW of Suai, Timor Leste",earthquake,,,,,reviewed,us,us
2003-04-16T01:15:41.720Z,-9.73,124.966,33,4.7,mb,19,69,,1.34,us,usp000bv9g,2014-11-07T01:18:21.036Z,"56 km SW of Suai, Timor Leste",earthquake,,,,7,reviewed,us,us
2003-04-15T12:32:32.570Z,-8.121,123.472,250,0,,7,162,,1.13,us,usp000bv86,2014-11-07T01:18:20.947Z,"149 km ENE of Maumere, Indonesia",earthquake,,,,,reviewed,us,us
2003-04-14T13:35:14.220Z,-8.332,119.668,198.2,4.5,mb,48,79.4,,1.21,us,usp000bv63,2014-11-07T01:18:20.556Z,"30 km NW of Labuan Bajo, Indonesia",earthquake,,5.8,,16,reviewed,us,us
2003-04-11T19:43:10.140Z,-9.216,118.769,31.9,0,,10,132.6,,0.93,us,usp000buyx,2014-11-07T01:18:19.824Z,"82 km SSE of Dompu, Indonesia",earthquake,,8.6,,,reviewed,us,us
2003-04-05T15:04:37.210Z,-8.144,120.88,33,4.9,mb,11,161.7,,0.76,us,usp000buev,2014-11-07T01:18:17.620Z,"69 km NE of Ruteng, Indonesia",earthquake,,,,1,reviewed,us,us
2003-04-03T03:38:52.950Z,-11.244,118.839,33,4.1,mb,9,148.5,,1.46,us,usp000bu89,2014-11-07T01:18:15.641Z,"234 km SW of Waingapu, Indonesia",earthquake,,,,2,reviewed,us,us
2003-04-03T03:08:28.460Z,-10.092,122.112,33,4.8,mb,54,46.2,,1.31,us,usp000bu86,2014-11-07T01:18:15.621Z,"146 km SSE of Ende, Indonesia",earthquake,,,,24,reviewed,us,us
2003-04-02T05:05:59.930Z,-8.734,119.394,33,4.7,mb,20,91.5,,1.21,us,usp000bu5f,2014-11-07T01:18:14.801Z,"19 km SW of Komodo, Indonesia",earthquake,,,,6,reviewed,us,us
2003-04-02T03:40:40.390Z,-11.54,118.551,33,4.4,mb,9,147.1,,1.36,us,usp000bu55,2014-11-07T01:18:14.347Z,"280 km SW of Waingapu, Indonesia",earthquake,,,,3,reviewed,us,us
2003-03-31T06:46:55.770Z,-8.239,118.861,150,4.5,mb,10,136.7,,1.01,us,usp000bu0e,2014-11-07T01:18:10.926Z,"28 km NNE of Bima, Indonesia",earthquake,,,,2,reviewed,us,us
2003-03-26T06:01:47.440Z,-9.015,120.677,33,0,,9,158.9,,1.07,us,usp000bthc,2014-11-07T01:18:08.562Z,"50 km SSE of Ruteng, Indonesia",earthquake,,,,,reviewed,us,us
2003-03-25T05:45:57.470Z,-8.4,120.753,33,4.2,mb,14,116.2,,1.03,us,usp000btfm,2014-11-07T01:18:08.074Z,"39 km NE of Ruteng, Indonesia",earthquake,,,,2,reviewed,us,us
2003-03-25T02:53:25.030Z,-8.294,120.743,33,6.5,mwc,247,28.7,,1.34,us,usp000btf5,2022-05-02T16:28:20.650Z,"46 km NE of Ruteng, Indonesia",earthquake,,,,,reviewed,us,hrv
2003-03-17T10:02:21.360Z,-9.254,123.735,33,4.7,mb,10,148.5,,1.21,us,usp000bsv8,2014-11-07T01:18:05.675Z,"38 km N of Naisano Dua, Indonesia",earthquake,,,,1,reviewed,us,us
2003-03-15T02:57:53.430Z,-8.261,121.578,194.7,4.4,mb,25,139,,0.84,us,usp000bsnx,2014-11-07T01:18:04.712Z,"65 km N of Ende, Indonesia",earthquake,,16,,8,reviewed,us,us
2003-03-14T18:18:47.610Z,-9.377,120.383,33,0,,7,182.1,,1.26,us,usp000bsn5,2014-11-07T01:18:04.662Z,"33 km NNE of Waingapu, Indonesia",earthquake,,,,,reviewed,us,us
2003-03-13T01:36:28.310Z,-8.058,122.135,210.1,4.6,mb,11,141.6,,0.79,us,usp000bsht,2014-11-07T01:18:03.837Z,"62 km N of Maumere, Indonesia",earthquake,,25.7,,4,reviewed,us,us
2003-03-13T01:27:42.360Z,-8.824,123.434,33,4.5,mb,6,161,,0.9,us,usp000bshr,2014-11-07T01:18:03.833Z,"93 km NNW of Naisano Dua, Indonesia",earthquake,,,,1,reviewed,us,us
2003-03-11T20:23:18.780Z,-10.757,118.117,33,4.5,mb,10,148.4,,1.27,us,usp000bser,2014-11-07T01:18:03.261Z,"248 km S of Dompu, Indonesia",earthquake,,,,2,reviewed,us,us
2003-03-04T06:33:47.770Z,-10.987,118.157,33,4.3,mb,6,170.2,,1.26,us,usp000brxh,2014-11-07T01:17:59.096Z,"273 km S of Dompu, Indonesia",earthquake,,,,2,reviewed,us,us
2003-02-23T18:37:57.750Z,-8.335,118.571,123.5,4.2,mb,10,,,0.66,us,usp000brat,2014-11-07T01:17:51.359Z,"22 km NW of Bima, Indonesia",earthquake,,17.4,,1,reviewed,us,us
2003-02-23T04:43:47.110Z,-8.765,121.433,170.2,4.5,mb,21,,,1.34,us,usp000br94,2014-11-07T01:17:51.158Z,"26 km WNW of Ende, Indonesia",earthquake,,12.8,,8,reviewed,us,us
2003-02-07T21:17:04.340Z,-8.865,123.974,33,4.4,mb,10,,,1.1,us,usp000bq78,2014-11-07T01:17:46.151Z,"58 km NW of Pante Makasar, Timor Leste",earthquake,,,,1,reviewed,us,us
2003-02-07T02:38:11.310Z,-8.445,118.455,135.6,4.2,mb,10,,,0.69,us,usp000bq4y,2014-11-07T01:17:45.932Z,"10 km N of Dompu, Indonesia",earthquake,,15.6,,1,reviewed,us,us
2003-02-06T12:39:07.310Z,-8.109,121.461,180.9,4.9,mb,12,,,0.45,us,usp000bq3e,2014-11-07T01:17:45.753Z,"84 km NNW of Ende, Indonesia",earthquake,,14.8,,3,reviewed,us,us
2003-02-05T10:02:34.220Z,-8.665,124.12,33,4.4,mb,10,,,1.22,us,usp000bq1c,2014-11-07T01:17:45.429Z,"65 km NNW of Pante Makasar, Timor Leste",earthquake,,,,2,reviewed,us,us
2003-02-01T21:33:45.850Z,-8.697,124.132,33,4.6,mb,22,,,1.41,us,usp000bpsu,2014-11-07T01:17:43.551Z,"62 km NNW of Pante Makasar, Timor Leste",earthquake,,,,8,reviewed,us,us
2003-01-28T20:08:51.410Z,-9.197,119.097,114.3,4.7,mb,26,,,1.33,us,usp000bpfv,2014-11-07T01:17:39.247Z,"79 km SSW of Komodo, Indonesia",earthquake,,8.8,,4,reviewed,us,us
2003-01-23T00:08:22.850Z,-8.807,118.524,33,5.5,mwc,79,,,1.39,us,usp000bp0u,2022-05-02T16:24:06.003Z,"30 km SSE of Dompu, Indonesia",earthquake,,,,,reviewed,us,hrv
2003-01-21T00:29:11.170Z,-11.133,118.725,33,4.2,mb,7,,,1.63,us,usp000bnwy,2014-11-07T01:17:36.814Z,"234 km SW of Waingapu, Indonesia",earthquake,,,,2,reviewed,us,us
2002-12-22T19:25:24.040Z,-8.874,123.779,33,4.3,mb,11,,,1.22,us,usp000bm6v,2014-11-07T01:17:24.443Z,"Flores region, Indonesia",earthquake,,,,2,reviewed,us,us
2002-12-09T11:57:52.180Z,-11.772,118.683,33,4,mb,8,,,0.67,us,usp000bkdb,2014-11-07T01:17:19.727Z,"290 km SW of Waingapu, Indonesia",earthquake,,,,2,reviewed,us,us
2002-12-03T22:48:35.590Z,-8.56,118.366,150,4.4,mb,9,,,1.11,us,usp000bk26,2014-11-07T01:17:18.409Z,"11 km WSW of Dompu, Indonesia",earthquake,,,,2,reviewed,us,us
2002-11-29T05:39:09.370Z,-9.283,118.157,33,4.7,mb,15,,,1.43,us,usp000bjpc,2014-11-07T01:17:12.190Z,"89 km SSW of Dompu, Indonesia",earthquake,,,,4,reviewed,us,us
2002-11-24T15:57:50.060Z,-8.299,121.205,207.2,4.4,mb,51,,,1.37,us,usp000bjae,2014-11-07T01:17:10.878Z,"78 km NW of Ende, Indonesia",earthquake,,,,15,reviewed,us,us
2002-11-18T08:55:46.380Z,-9.632,123.97,33,4.6,mb,20,,,1.21,us,usp000bhxr,2014-11-07T01:17:09.154Z,"22 km E of Naisano Dua, Indonesia",earthquake,,,,6,reviewed,us,us
2002-11-17T00:23:19.690Z,-8.215,120.751,33,4.4,mb,27,,,1.16,us,usp000bhuj,2014-11-07T01:17:08.647Z,"54 km NE of Ruteng, Indonesia",earthquake,,,,2,reviewed,us,us
2002-11-12T10:36:42.050Z,-8.699,122.574,100,4.6,mb,14,,,0.9,us,usp000bhhh,2014-11-07T01:17:07.026Z,"40 km ESE of Maumere, Indonesia",earthquake,,,,1,reviewed,us,us
2002-11-12T01:33:15.510Z,-9.463,122.822,33,5,mb,55,,,1.28,us,usp000bhg3,2014-11-07T01:17:06.877Z,"105 km W of Naisano Dua, Indonesia",earthquake,,,,16,reviewed,us,us
2002-11-11T07:30:41.220Z,-8.651,119.274,33,5.3,mwc,85,,,1.11,us,usp000bhdd,2022-05-02T16:16:23.003Z,"24 km WSW of Komodo, Indonesia",earthquake,,,,,reviewed,us,hrv
2002-11-09T04:33:18.950Z,-8.625,118.336,148.7,4.5,mb,10,,,1.43,us,usp000bh53,2014-11-07T01:17:05.378Z,"17 km SW of Dompu, Indonesia",earthquake,,14.4,,1,reviewed,us,us
2002-11-07T20:01:55.230Z,-10.331,120.4,33,4.5,mb,21,,,1.27,us,usp000bh0g,2014-11-07T01:17:04.184Z,"76 km SSE of Waingapu, Indonesia",earthquake,,,,9,reviewed,us,us
2002-11-02T19:42:21.720Z,-10.278,122.272,33,4.7,mb,9,,,1.19,us,usp000bfx8,2014-11-07T01:16:56.382Z,"146 km W of Kupang, Indonesia",earthquake,,,,4,reviewed,us,us
2002-10-18T08:10:30.900Z,-8.189,118.4,33,5.2,mwc,42,,,1.32,us,usp000besh,2022-05-02T16:12:47.635Z,"39 km N of Dompu, Indonesia",earthquake,,,,,reviewed,us,hrv
2002-10-15T10:56:16.590Z,-8.548,123.379,110.2,5,mb,48,,,0.97,us,usp000beku,2014-11-07T01:16:45.551Z,"123 km NNW of Naisano Dua, Indonesia",earthquake,,12.8,,19,reviewed,us,us
2002-10-13T20:27:06.170Z,-8.157,119.843,200,3.7,mb,17,,,0.68,us,usp000beg0,2014-11-07T01:16:45.149Z,"37 km N of Labuan Bajo, Indonesia",earthquake,,,,4,reviewed,us,us
2002-10-12T02:21:07.460Z,-8.151,118.27,10,4.7,mb,21,,,1.13,us,usp000beb7,2014-11-07T01:16:44.528Z,"47 km NNW of Dompu, Indonesia",earthquake,,,,11,reviewed,us,us
2002-10-09T12:47:28.600Z,-9.89,123.485,33,4.7,mb,49,,,1.34,us,usp000be3r,2014-11-07T01:16:43.488Z,"33 km NNW of Kupang, Indonesia",earthquake,,,,21,reviewed,us,us
2002-10-09T06:53:44.260Z,-8.07,118.354,10,4.5,mb,9,,,0.92,us,usp000be3b,2014-11-07T01:16:43.455Z,"52 km NNW of Dompu, Indonesia",earthquake,,,,2,reviewed,us,us
2002-10-07T02:01:05.220Z,-8.131,118.411,10,4.7,mb,15,,,1.11,us,usp000bdz2,2014-11-07T01:16:42.909Z,"45 km N of Dompu, Indonesia",earthquake,,,,2,reviewed,us,us
2002-10-07T00:13:10.890Z,-8.13,118.381,10,4.8,mb,37,,,1.19,us,usp000bdyz,2014-11-07T01:16:42.901Z,"45 km NNW of Dompu, Indonesia",earthquake,,,,14,reviewed,us,us
2002-10-06T20:36:33.220Z,-8.121,118.314,10,4.8,mb,25,,,1.18,us,usp000bdyn,2014-11-07T01:16:42.877Z,"48 km NNW of Dompu, Indonesia",earthquake,,,,8,reviewed,us,us
2002-10-06T20:30:43.320Z,-8.043,118.49,10,4.6,mb,15,,,1.23,us,usp000bdym,2014-11-07T01:16:42.874Z,"52 km NNW of Bima, Indonesia",earthquake,,,,4,reviewed,us,us
2002-10-06T18:59:11.380Z,-8.278,118.3,10,4.2,mb,17,,,1.17,us,usp000bdye,2014-11-07T01:16:42.857Z,"33 km NNW of Dompu, Indonesia",earthquake,,,,3,reviewed,us,us
2002-10-06T16:27:00.650Z,-8.172,118.336,10,5.1,mb,64,,,1.16,us,usp000bdy6,2014-11-07T01:16:42.834Z,"42 km NNW of Dompu, Indonesia",earthquake,,,,28,reviewed,us,us
2002-10-06T16:23:28.150Z,-8.169,118.254,10,5,mb,22,,,0.95,us,usp000bdy5,2014-11-07T01:16:42.831Z,"46 km NNW of Dompu, Indonesia",earthquake,,,,8,reviewed,us,us
2002-10-06T16:22:04.380Z,-8.143,118.224,10,4.3,mb,8,,,0.48,us,usp000bdy4,2014-11-07T01:16:42.830Z,"50 km NNW of Dompu, Indonesia",earthquake,,,,1,reviewed,us,us
2002-10-06T15:46:33.010Z,-8.197,118.341,10,6.3,mwc,162,,,1.12,us,usp000bdy2,2022-05-02T16:10:56.499Z,"39 km NNW of Dompu, Indonesia",earthquake,,,,,reviewed,us,hrv
2002-10-02T00:51:11.790Z,-11.229,118.175,33,4.8,mb,16,,,1.16,us,usp000bdm3,2014-11-07T01:16:39.837Z,"287 km SW of Waingapu, Indonesia",earthquake,,,,5,reviewed,us,us
2002-09-27T01:40:51.320Z,-8.313,122.052,42.1,5.1,mwc,96,,,1.02,us,usp000bd6p,2022-05-02T16:09:27.151Z,"38 km NNW of Maumere, Indonesia",earthquake,,7.7,,,reviewed,us,hrv
2002-09-19T13:59:05.110Z,-8.667,120.532,136.7,4.5,mb,10,,,0.41,us,usp000bcnb,2014-11-07T01:16:32.767Z,"9 km SE of Ruteng, Indonesia",earthquake,,15.2,,1,reviewed,us,us
2002-09-15T12:28:01.690Z,-10.014,124.232,33,4.5,mb,9,,,1.48,us,usp000bca6,2014-11-07T01:16:31.447Z,"17 km SSW of Soe, Indonesia",earthquake,,,,6,reviewed,us,us
2002-09-14T17:13:08.430Z,-8.728,124.012,101.3,4.8,mb,71,,,1.19,us,usp000bc84,2014-11-07T01:16:31.128Z,"66 km NW of Pante Makasar, Timor Leste",earthquake,,12.3,,30,reviewed,us,us
2002-09-11T05:23:57.760Z,-9.945,123.377,33,4.6,mb,25,,,1.21,us,usp000bbyt,2014-11-07T01:16:29.792Z,"35 km NW of Kupang, Indonesia",earthquake,,,,12,reviewed,us,us
2002-09-03T03:04:34.640Z,-9.401,119.44,33,4.6,mb,40,,,1.09,us,usp000bb5q,2014-11-07T01:16:25.910Z,"89 km S of Komodo, Indonesia",earthquake,,,,11,reviewed,us,us
2002-08-20T14:51:40.350Z,-8.051,121.441,150,4.7,mb,9,,,0.77,us,usp000ba9h,2014-11-07T01:16:18.087Z,"90 km NNW of Ende, Indonesia",earthquake,,,,4,reviewed,us,us
2002-08-18T20:29:23.950Z,-9.416,118.86,33,4.5,mb,12,,,1.53,us,usp000ba5g,2014-11-07T01:16:17.520Z,"106 km SSE of Dompu, Indonesia",earthquake,,,,1,reviewed,us,us
2002-08-18T16:48:24.530Z,-9.407,118.236,33,4.6,mb,17,,,1.09,us,usp000ba56,2014-11-07T01:16:17.487Z,"99 km SSW of Dompu, Indonesia",earthquake,,,,6,reviewed,us,us
2002-08-11T20:32:27.070Z,-8.628,119.083,100,4.6,mb,8,,,1.05,us,usp000b9qm,2014-11-07T01:16:15.054Z,"43 km ESE of Bima, Indonesia",earthquake,,,,1,reviewed,us,us
2002-08-07T16:07:12.030Z,-9.307,120.897,61.1,4.6,mb,20,,,0.77,us,usp000b9fy,2014-11-07T01:16:14.106Z,"79 km ENE of Waingapu, Indonesia",earthquake,,8.5,,6,reviewed,us,us
2002-07-28T15:07:16.840Z,-9.556,118.493,56.2,4.6,mb,20,,,1.46,us,usp000b8xx,2014-11-07T01:16:07.289Z,"112 km S of Dompu, Indonesia",earthquake,,12.8,,5,reviewed,us,us
2002-07-24T15:33:29.860Z,-8.808,118.284,108,4.3,mb,23,,,0.94,us,usp000b8pw,2014-11-07T01:16:06.494Z,"35 km SSW of Dompu, Indonesia",earthquake,,8.8,,6,reviewed,us,us
2002-07-24T03:23:15.960Z,-9.737,118.488,33,4.6,mb,13,,,1.04,us,usp000b8p1,2014-11-07T01:16:06.397Z,"132 km S of Dompu, Indonesia",earthquake,,,,2,reviewed,us,us
2002-07-24T03:05:05.540Z,-9.285,118.616,28.8,5.9,mwc,240,,,0.97,us,usp000b8ny,2022-05-02T16:04:19.564Z,"84 km SSE of Dompu, Indonesia",earthquake,,2,,,reviewed,us,hrv
2002-07-10T04:00:15.570Z,-11.168,119.4,33,4.6,mb,11,,,1.16,us,usp000b7v7,2014-11-07T01:16:02.311Z,"192 km SSW of Waingapu, Indonesia",earthquake,,,,4,reviewed,us,us
2002-06-29T22:33:23.350Z,-10.172,123.658,33,4.6,mb,30,,,0.96,us,usp000b76h,2014-11-07T01:15:55.162Z,"5 km E of Kupang, Indonesia",earthquake,,,,17,reviewed,us,us
2002-06-25T22:31:06.440Z,-8.772,124.253,33,4.5,mb,16,,,1.53,us,usp000b6xh,2014-11-07T01:15:53.399Z,"49 km NNW of Pante Makasar, Timor Leste",earthquake,,,,8,reviewed,us,us
2002-06-24T14:42:00.910Z,-11.136,118.042,33,4.1,mb,19,,,1.48,us,usp000b6uy,2014-11-07T01:15:53.029Z,"291 km S of Dompu, Indonesia",earthquake,,,,2,reviewed,us,us
2002-06-17T09:40:50.490Z,-8.063,118.603,33,4.3,mb,7,,,0.99,us,usp000b6b6,2014-11-07T01:15:50.852Z,"45 km NNW of Bima, Indonesia",earthquake,,,,1,reviewed,us,us
2002-06-17T02:56:29.060Z,-8.269,119.54,205.6,3.9,mb,15,,,1.2,us,usp000b6am,2014-11-07T01:15:50.762Z,"35 km N of Komodo, Indonesia",earthquake,,11.2,,1,reviewed,us,us
2002-06-16T14:51:53.200Z,-8.472,123.829,100,4.1,mb,9,,,1.39,us,usp000b69t,2014-11-07T01:15:50.634Z,"101 km NW of Pante Makasar, Timor Leste",earthquake,,,,1,reviewed,us,us
2002-06-07T08:20:39.950Z,-9.013,122.728,33,4.5,mb,27,,,0.77,us,usp000b5py,2014-11-07T01:15:47.002Z,"71 km SE of Maumere, Indonesia",earthquake,,,,6,reviewed,us,us
2002-06-02T07:25:38.300Z,-8.338,118.469,100,3.6,mb,9,,,0.63,us,usp000b5d7,2014-11-07T01:15:44.813Z,"21 km N of Dompu, Indonesia",earthquake,,,,2,reviewed,us,us
2002-05-27T14:43:15.180Z,-8.803,119.047,100,4.6,mb,10,,,1.02,us,usp000b52k,2014-11-07T01:15:40.663Z,"51 km SE of Bima, Indonesia",earthquake,,,,1,reviewed,us,us
2002-05-27T13:09:59.890Z,-8.173,120.841,200,4.4,mb,18,,,1.12,us,usp000b52d,2014-11-07T01:15:40.651Z,"63 km NE of Ruteng, Indonesia",earthquake,,,,8,reviewed,us,us
2002-05-20T00:53:13.430Z,-10.351,123.545,33,4.6,mb,22,,,1.29,us,usp000b4my,2014-11-07T01:15:38.591Z,"21 km SSW of Kupang, Indonesia",earthquake,,,,6,reviewed,us,us
2002-05-12T15:40:24.030Z,-8.34,121.414,33,4.3,mb,10,,,1.44,us,usp000b46n,2014-11-07T01:15:37.014Z,"62 km NNW of Ende, Indonesia",earthquake,,,,4,reviewed,us,us
2002-04-26T03:41:11.350Z,-8.858,124.133,33,4.5,mb,17,,,1.11,us,usp000b36m,2014-11-07T01:15:28.631Z,"46 km NW of Pante Makasar, Timor Leste",earthquake,,,,2,reviewed,us,us
2002-04-07T11:18:06.620Z,-8.522,122.817,154.5,4.6,mb,14,,,0.61,us,usp000b1x8,2014-11-07T01:15:22.145Z,"67 km E of Maumere, Indonesia",earthquake,,11.5,,6,reviewed,us,us
2002-04-05T12:35:23.740Z,-9.292,119.467,95.3,4.2,mb,9,,,1.5,us,usp000b1sm,2014-11-07T01:15:21.511Z,"77 km S of Komodo, Indonesia",earthquake,,23.6,,2,reviewed,us,us
2002-03-27T15:28:11.300Z,-9.419,124.757,33,4.6,mb,11,,,0.84,us,usp000b16e,2014-11-07T01:15:14.733Z,"30 km E of Kefamenanu, Indonesia",earthquake,,,,6,reviewed,us,us
2002-03-20T21:02:23.530Z,-9.135,123.627,33,4.2,mb,8,,,1.22,us,usp000b0r6,2014-11-07T01:15:12.567Z,"53 km NNW of Naisano Dua, Indonesia",earthquake,,,,1,reviewed,us,us
2002-03-15T16:14:26.570Z,-10.143,124.003,100,4.3,mb,9,,,1.22,us,usp000b0cm,2014-11-07T01:15:09.199Z,"43 km E of Kupang, Indonesia",earthquake,,,,3,reviewed,us,us
2002-03-15T14:46:21.940Z,-10.615,118.957,33,4.1,mb,9,,,1.29,us,usp000b0cf,2014-11-07T01:15:09.183Z,"178 km SW of Waingapu, Indonesia",earthquake,,,,1,reviewed,us,us
2002-03-15T10:39:42.550Z,-8.54,122.032,178.1,4.5,mb,18,,,0.57,us,usp000b0c0,2014-11-07T01:15:09.134Z,"21 km WNW of Maumere, Indonesia",earthquake,,12.3,,5,reviewed,us,us
2002-03-14T02:53:20.810Z,-11.199,119.687,33,4.5,mb,17,,,1.25,us,usp000b08w,2014-11-07T01:15:08.091Z,"181 km SSW of Waingapu, Indonesia",earthquake,,,,9,reviewed,us,us
2002-03-07T19:27:00.720Z,-10.616,124.611,33,4.6,mb,6,,,1.39,us,usp000azw6,2014-11-07T01:15:05.747Z,"90 km SSE of Soe, Indonesia",earthquake,,,,1,reviewed,us,us
2002-02-25T05:41:28.290Z,-9.145,124.042,102.3,4.6,mb,13,,,1.13,us,usp000az50,2014-11-07T01:14:57.889Z,"38 km W of Pante Makasar, Timor Leste",earthquake,,,,3,reviewed,us,us
2002-02-24T16:07:19.350Z,-8.81,124.415,104.4,4.6,mb,14,,,0.82,us,usp000az3s,2014-11-07T01:14:57.766Z,"43 km N of Pante Makasar, Timor Leste",earthquake,,13,,9,reviewed,us,us
2002-02-19T07:15:38.300Z,-9.229,123.72,33,4.5,mb,9,,,1.5,us,usp000ayrr,2014-11-07T01:14:56.436Z,"41 km N of Naisano Dua, Indonesia",earthquake,,,,2,reviewed,us,us
2002-02-08T10:46:10.310Z,-8.851,124.27,109.7,5.1,mb,28,,,1.21,us,usp000ay11,2014-11-07T01:14:53.444Z,"40 km NNW of Pante Makasar, Timor Leste",earthquake,,17.9,,11,reviewed,us,us
2002-02-08T09:01:47.700Z,-11.926,123.963,33,5,mwc,44,,,0.96,us,usp000ay0w,2016-11-09T21:49:56.596Z,"198 km SSE of Kupang, Indonesia",earthquake,,,,,reviewed,us,hrv
2002-01-20T17:24:14.380Z,-8.838,123.994,33,3.9,mb,10,,,1.24,us,usp000awv3,2014-11-07T01:14:43.656Z,"58 km NW of Pante Makasar, Timor Leste",earthquake,,,,1,reviewed,us,us
2002-01-19T15:15:03.200Z,-8.081,118.046,33,4.7,mb,19,,,1.25,us,usp000awsd,2014-11-07T01:14:42.871Z,"68 km NW of Dompu, Indonesia",earthquake,,,,11,reviewed,us,us
2002-01-15T10:04:50.150Z,-8.449,119.332,33,4.8,mb,9,,,0.98,us,usp000awhk,2014-11-07T01:14:41.994Z,"23 km NW of Komodo, Indonesia",earthquake,,,,1,reviewed,us,us
2002-01-13T19:08:54.670Z,-8.486,118.337,100,4.5,mb,12,,,1.2,us,usp000awdv,2014-11-07T01:14:41.604Z,"14 km WNW of Dompu, Indonesia",earthquake,,,,3,reviewed,us,us
2002-01-04T22:07:19.970Z,-9.482,118.344,33,4.6,md,10,,,1.2,us,usp000avup,2014-11-07T01:14:38.615Z,"105 km S of Dompu, Indonesia",earthquake,,,,,reviewed,us,dja
2001-12-28T11:57:49.390Z,-8.193,119.5,181.9,4.9,mb,14,,,1.17,us,usp000aveb,2014-11-07T01:14:32.806Z,"43 km N of Komodo, Indonesia",earthquake,,11.3,,4,reviewed,us,us
2001-12-22T07:00:27.370Z,-9.353,120.146,33,4.2,mb,10,,,0.95,us,usp000av21,2014-11-07T01:14:30.846Z,"36 km NNW of Waingapu, Indonesia",earthquake,,,,2,reviewed,us,us
2001-12-21T23:11:26.360Z,-9.686,118.07,68.3,4.6,mb,33,,,1.41,us,usp000av1c,2014-11-07T01:14:30.746Z,"134 km SSW of Dompu, Indonesia",earthquake,,9.4,,8,reviewed,us,us
2001-12-17T14:34:12.640Z,-8.502,121.631,33,4.3,mb,9,,,0.9,us,usp000aurq,2014-11-07T01:14:29.552Z,"37 km N of Ende, Indonesia",earthquake,,,,5,reviewed,us,us
2001-12-09T11:20:50.660Z,-8.025,118.001,33,4.6,mb,21,,,1.16,us,usp000auat,2014-11-07T01:14:27.472Z,"71 km NE of Pototano, Indonesia",earthquake,,,,8,reviewed,us,us
2001-11-27T05:40:11.770Z,-10.972,118.194,33,3.9,mb,6,,,1.15,us,usp000atjt,2014-11-07T01:14:19.231Z,"269 km WSW of Waingapu, Indonesia",earthquake,,,,1,reviewed,us,us
2001-11-25T12:50:14.480Z,-8.267,122.392,33,4.2,mb,8,,,1.46,us,usp000atf8,2014-11-07T01:14:18.163Z,"43 km NNE of Maumere, Indonesia",earthquake,,,,2,reviewed,us,us
2001-11-19T21:10:59.370Z,-8.404,119.706,179.8,4.9,mb,14,,,0.57,us,usp000at5j,2014-11-07T01:14:16.800Z,"22 km WNW of Labuan Bajo, Indonesia",earthquake,,10.5,,2,reviewed,us,us
2001-11-19T21:03:58.310Z,-8.52,123.675,33,4.7,mb,25,,,0.83,us,usp000at5h,2014-11-07T01:14:16.797Z,"108 km NW of Pante Makasar, Timor Leste",earthquake,,,,10,reviewed,us,us
2001-11-14T18:07:28.540Z,-8.933,123.985,33,4.9,mb,56,,,1.02,us,usp000aswq,2014-11-07T01:14:15.122Z,"Flores region, Indonesia",earthquake,,,,16,reviewed,us,us
2001-11-14T17:13:04.630Z,-8.861,124.226,84.6,5.3,mb,107,,,0.83,us,usp000aswn,2014-11-07T01:14:15.109Z,"41 km NNW of Pante Makasar, Timor Leste",earthquake,,,,29,reviewed,us,us
2001-11-06T03:07:36.960Z,-8.315,118.381,150,4.1,mb,9,,,0.71,us,usp000asar,2014-11-07T01:14:12.471Z,"26 km NNW of Dompu, Indonesia",earthquake,,,,1,reviewed,us,us
2001-11-05T20:53:17.710Z,-8.176,123.871,33,5,mb,24,,,1.15,us,usp000asa6,2014-11-07T01:14:12.324Z,"126 km NNW of Pante Makasar, Timor Leste",earthquake,,,,13,reviewed,us,us
2001-11-01T10:47:54.060Z,-8.801,118.418,113.7,4.1,mb,10,,,1.1,us,usp000as19,2014-11-07T01:14:07.721Z,"29 km S of Dompu, Indonesia",earthquake,,20.1,,2,reviewed,us,us
